Item,Value
Dep. Variable:,arima_resids
Mean Model:,Zero Mean
Vol Model:,GJR-GARCH
Distribution:,Normal
Method:,Maximum Likelihood
  R-squared:         ,   0.000
  Adj. R-squared:    ,   0.000
  Log-Likelihood:    ,  -4209.06
  AIC:               ,   8426.13
  BIC:               ,   8450.16
Date:,"Tue, Dec 20 2022"
Time:,12:32:01
  No. Observations:  ,3002
  Df Residuals:      ,3002
  Df Model:          ,0
