Item,Value
Dep. Variable:,SPTSX.Index
Model:,"SARIMAX(1, 1, 1)"
Date:,"Tue, 20 Dec 2022"
Time:,11:37:54
Sample:,"(0, -3546)"
Covariance Type:,opg
  No. Observations:  ,3546
  Log Likelihood     ,10736.135
  AIC                ,-21464.270
  BIC                ,-21439.577
  HQIC               ,-21455.463
