date,arima_resids
2008-01-07,-1.204065731243631
2008-01-08,0.9806012108807494
2008-01-09,-1.8912795567993967
2008-01-10,-1.8269240415840216
2008-01-11,-1.5085091437301301
2008-01-14,1.504550692222928
2008-01-15,-1.1631326341889903
2008-01-16,-2.708552287331756
2008-01-17,0.37922044652081155
2008-01-18,-1.4995014634074266
2008-01-21,-4.7950079977876925
2008-01-22,-0.25710279220998444
2008-01-23,-1.1374983945083628
2008-01-24,5.058243590841194
2008-01-25,0.19243912250495043
2008-01-28,-3.085186964421638
2008-01-29,2.808976835439303
2008-01-30,2.3477642013839173
2008-01-31,0.9581907006470658
2008-02-01,5.15001703155562
2008-02-04,-0.34857651811979196
2008-02-05,-2.9929101799829994
2008-02-06,0.3698855246453192
2008-02-07,-0.5080652465146329
2008-02-08,0.6652070562717327
2008-02-11,-1.1446998747748793
2008-02-12,3.342408893230875
2008-02-13,-0.25955767540359886
2008-02-14,1.8678880017573007
2008-02-15,-1.8278685997065836
2008-02-18,1.7455110242858396
2008-02-19,1.8969432420441024
2008-02-20,-0.2489580153650195
2008-02-21,2.3191399028062776
2008-02-22,-1.0728519430319494
2008-02-25,-0.13388359341721667
2008-02-26,1.5872671023336338
2008-02-27,-0.7838158258714145
2008-02-28,0.33574269593756867
2008-02-29,1.650252475760361
2008-03-03,-0.12472746289091674
2008-03-04,0.8163628590727612
2008-03-05,-1.1885424387012122
2008-03-06,1.7796578478833425
2008-03-07,-1.1647342735930266
2008-03-10,-2.015032542287898
2008-03-11,0.2525340676731602
2008-03-12,1.5876913386364322
2008-03-13,-1.3267049816661824
2008-03-14,1.0773861481670366
2008-03-17,-2.3893469935622136
2008-03-18,0.318187887150323
2008-03-19,-1.8394488833131106
2008-03-20,-3.838584020256164
2008-03-25,2.416539995657274
2008-03-26,1.8044900394068364
2008-03-27,1.352108277317754
2008-03-28,-0.4220685091901544
2008-03-31,-1.2681056004254287
2008-04-01,0.0916833143875806
2008-04-02,0.99136389253065
2008-04-03,0.1476072811817275
2008-04-04,1.3646840652182135
2008-04-07,1.8791401707805022
2008-04-08,-0.45033179927393974
2008-04-09,1.7296658477439664
2008-04-10,-0.4412527575958336
2008-04-11,-0.3096535610426443
2008-04-14,-1.151935674309712
2008-04-15,1.5879239996621664
2008-04-16,1.8228100425357496
2008-04-17,-0.4745220761373403
2008-04-18,-0.34127056783894716
2008-04-21,0.543980920346776
2008-04-22,-0.20535157384156122
2008-04-23,0.06274800171670591
2008-04-24,-1.7611573217717336
2008-04-25,-0.3952264140423267
2008-04-29,-1.6952243347642337
2008-04-30,0.44338566333230744
2008-05-05,1.7493380356613741
2008-05-06,1.9906404452127546
2008-05-07,-0.07787889267945047
2008-05-08,0.8107226100875664
2008-05-09,-0.047537849627588
2008-05-12,0.019512613581262883
2008-05-13,-0.4734808959410586
2008-05-14,1.1741644570303578
2008-05-15,0.7965712595753516
2008-05-16,0.166215846006601
2008-05-19,1.482509190982917
2008-05-20,-0.6901433518235578
2008-05-21,-0.1726185099654387
2008-05-22,0.9577202655229655
2008-05-23,-2.1054983255108795
2008-05-26,0.49181076084341413
2008-05-27,-0.8238025464871512
2008-05-28,-0.8387688313103325
2008-05-29,-1.037529528259462
2008-05-30,-0.22996714170329113
2008-06-02,-0.4086524102724809
2008-06-03,-0.17319970557316822
2008-06-04,-0.7001993502042225
2008-06-05,0.7758537411332256
2008-06-06,-0.16403072191302215
2008-06-09,-0.6901820128462077
2008-06-10,-1.4478934974871294
2008-06-11,-1.3860273379593835
2008-06-12,1.1993257496103027
2008-06-13,0.08198837980213369
2008-06-17,1.2010880028640258
2008-06-18,-1.5040096452953122
2008-06-19,0.9633258933948952
2008-06-20,-2.3263479626193018
2008-06-23,-0.4203906408100977
2008-06-24,-0.8840632038195295
2008-06-25,-0.920693532849981
2008-06-26,0.013511542672617338
2008-06-27,1.2363007905980439
2008-06-30,0.11316823895555217
2008-07-01,-1.3721719575867652
2008-07-02,-2.4103666461758877
2008-07-03,-3.249267991073701
2008-07-04,-0.9061275368699384
2008-07-07,-0.09490092729897981
2008-07-08,-2.0848491570793826
2008-07-09,1.3373232189312745
2008-07-10,-1.1905721549196002
2008-07-11,0.11808072839016859
2008-07-14,-0.09386720208262034
2008-07-15,-2.377108606476419
2008-07-16,-0.8304754195853192
2008-07-17,4.004504707677015
2008-07-18,-1.3548420722981902
2008-07-21,0.3074831890048202
2008-07-22,-1.6047194054307212
2008-07-23,0.34112509571890826
2008-07-24,0.17057850705235467
2008-07-25,-1.6234903402082779
2008-07-28,1.1330043288449332
2008-07-29,-0.5938492087414815
2008-07-30,2.161225765202701
2008-07-31,-0.15901414099346312
2008-08-01,-4.490406873098962
2008-08-04,-2.511926788063512
2008-08-05,1.9232842735801725
2008-08-06,1.9636848701779286
2008-08-07,-1.0397767633506305
2008-08-08,0.3273093464333243
2008-08-11,0.7271819899465015
2008-08-12,-0.15156821351016703
2008-08-13,0.40020526197537265
2008-08-14,2.8451045989875468
2008-08-15,-2.0423488023178393
2008-08-18,-1.6634731844273887
2008-08-19,-2.083036476424205
2008-08-20,1.8833610131437695
2008-08-21,0.9829813928083908
2008-08-22,0.35244867065777896
2008-08-25,-1.7064222349636893
2008-08-26,1.1394549239545526
2008-08-27,1.4650929428734472
2008-08-28,2.178140235735526
2008-08-29,-1.1297974474571149
2008-09-01,-3.112174775798948
2008-09-02,-0.4927221554160255
2008-09-03,-0.8782523781134088
2008-09-04,-1.3650868273563432
2008-09-05,-3.074914249784655
2008-09-08,3.0624082795689844
