Item,Value
Dep. Variable:,arima_resids
Mean Model:,Zero Mean
Vol Model:,GJR-GARCH
Distribution:,Normal
Method:,Maximum Likelihood
  R-squared:         ,   0.000
  Adj. R-squared:    ,   0.000
  Log-Likelihood:    ,  -6255.58
  AIC:               ,   12519.2
  BIC:               ,   12543.1
Date:,"Tue, Dec 20 2022"
Time:,15:11:04
  No. Observations:  ,2930
  Df Residuals:      ,2930
  Df Model:          ,0
