date,garch_resids
2008-01-07,-2.092328460650406
2008-01-08,-1.2904404700493015
2008-01-09,-0.8637318927183268
2008-01-10,-1.2262206993563372
2008-01-11,-1.2629163337586928
2008-01-14,-1.1647355190067339
2008-01-15,1.2132854556893136
2008-01-16,-1.4643074091164516
2008-01-17,-0.5959831506482003
2008-01-18,-0.6183554523140073
2008-01-21,5.209272535629872
2008-01-22,-1.8653185798339327
2008-01-23,0.8000131207286496
2008-01-24,1.8848160527303537
2008-01-25,-2.985539588777725
2008-01-28,-2.7581529344990847
2008-01-29,-1.3230988579790326
2008-01-30,-1.6733548393982245
2008-01-31,-2.780180828144346
2008-02-01,-0.536126147379274
2008-02-04,-2.528516938375087
2008-02-05,1.629411852726602
2008-02-06,-2.2174891869679407
2008-02-07,-0.8297789344341555
2008-02-08,-2.3838501174338043
2008-02-11,-1.99480122230728
2008-02-12,0.8525860021058937
2008-02-13,-1.9182471994526513
2008-02-14,-2.0975028010749757
2008-02-15,-0.2348012958898793
2008-02-18,-0.27931868451107533
2008-02-19,-1.4391262871268573
2008-02-20,-0.3639858017741249
2008-02-21,-0.9781782605428835
2008-02-22,-1.0889235514680022
2008-02-25,0.21213448596363604
2008-02-26,-0.48025314905764205
2008-02-27,-1.4623088617621938
2008-02-28,0.672305015521707
2008-02-29,-0.06813799310874402
2008-03-03,-0.6893315941198113
2008-03-04,-0.26485987044797166
2008-03-05,-0.08559150037361785
2008-03-06,-0.02897181189448128
2008-03-07,-0.40887080184690916
2008-03-10,-0.5692590329169371
2008-03-11,-0.4431998940967581
2008-03-12,-0.11433965952964664
2008-03-13,-0.14053712400844875
2008-03-14,-0.7251379768765329
2008-03-17,2.0422418494694883
2008-03-18,1.0548235816387033
2008-03-19,-1.5789000449348722
2008-03-20,-1.465891553699295
2008-03-25,1.536752443828888
2008-03-26,-1.5266969477741084
2008-03-27,-0.775280978125652
2008-03-28,-1.0981590477404113
2008-03-31,-1.2924619550986682
2008-04-01,1.8915910414691663
2008-04-02,-0.332005948505802
2008-04-03,-0.8108523779386612
2008-04-04,-0.9881112632100562
2008-04-07,-0.2841418224083663
2008-04-08,-0.4858367795619547
2008-04-09,-0.3075363554909256
2008-04-10,-0.7637125435288397
2008-04-11,0.21984908538219283
2008-04-14,-0.4798142544067363
2008-04-15,-0.8885537447363925
2008-04-16,0.44104246430828353
2008-04-17,-0.8730631319485245
2008-04-18,1.0215726812067505
2008-04-21,0.0339187908189853
2008-04-22,-0.22078485909233492
2008-04-23,0.3970369856296361
2008-04-24,-0.7223654422956528
2008-04-25,0.009655637949379181
2008-04-28,-0.20659940796221066
2008-04-29,-0.17876618677081024
2008-04-30,-0.5375742838432219
2008-05-02,0.5917758825945204
2008-05-05,-0.7394610162242518
2008-05-06,-0.3497575334249313
2008-05-07,-0.13821071286121434
2008-05-08,-0.3949207662742523
2008-05-09,1.1467307991447453
2008-05-12,-0.8871134538831966
2008-05-13,-0.638700201504147
2008-05-14,0.09232672194630265
2008-05-15,-0.922663317012657
2008-05-16,-0.5462895626509857
2008-05-19,0.3518709468168969
2008-05-20,0.8140890873891776
2008-05-21,-0.5444444393151353
2008-05-22,-1.1112853578716524
2008-05-23,0.8506098424206527
2008-05-26,-1.3104926792693958
2008-05-27,-0.6284062945351769
2008-05-28,0.04650287784384277
2008-05-29,-1.0511904839387818
2008-05-30,-0.35202446497312145
2008-06-02,0.5109310765415291
2008-06-03,-0.3132755941834233
2008-06-04,0.18605073627279012
2008-06-05,-1.08114619687334
2008-06-06,1.09048617321608
2008-06-09,-1.5531830181567048
2008-06-10,-0.6807819530546779
2008-06-11,0.6991819039825649
2008-06-12,-1.5096133820798099
2008-06-13,-1.3844549035562557
2008-06-16,-0.984753400024112
2008-06-17,-0.8562797221882474
2008-06-18,0.07083146878140956
2008-06-19,-0.820201682320342
2008-06-20,0.4162882873152849
2008-06-23,-1.569097790283843
2008-06-24,-0.6470879012549013
2008-06-25,-0.10015046849331277
2008-06-26,1.0442091672109894
2008-06-27,-0.9937348079233692
2008-06-30,-0.8286719550198087
2008-07-01,0.5542363157485457
2008-07-02,-0.6710107794355402
2008-07-03,-0.6760181017631843
2008-07-04,0.1439440369977376
2008-07-07,-0.029671209184105152
2008-07-08,-0.14406208971110113
2008-07-09,-0.2715783027997778
2008-07-10,0.8723255876330571
2008-07-11,1.3069677634618402
2008-07-14,-1.3953740569953998
2008-07-15,-0.22359523097768763
2008-07-16,-1.0503553001776575
2008-07-17,0.6319870894095314
2008-07-18,-0.20861266425437375
2008-07-21,-1.1972143706132083
2008-07-22,-1.7602496052874887
2008-07-23,0.18491452309407386
2008-07-24,-0.23787756301653462
2008-07-25,-0.989384343766033
2008-07-28,-0.3277865148399717
2008-07-29,-1.4177895456040985
2008-07-30,0.36431337917962914
2008-07-31,-1.2408941442515278
2008-08-01,0.4884692458153337
2008-08-04,-0.657181165168373
2008-08-05,0.9486918641733137
2008-08-06,0.07505558125631229
2008-08-07,-1.0765645623817974
2008-08-08,-0.4753941426781607
2008-08-11,-0.13428588448780165
2008-08-12,-0.7031066744806003
2008-08-13,1.520009837726944
2008-08-14,-1.2460772849796904
2008-08-15,-0.751706500347755
2008-08-18,-1.3188869082514056
2008-08-19,1.313040188769652
2008-08-20,-1.069555189340089
2008-08-21,-0.25753069218814284
2008-08-22,0.4682333872293152
2008-08-25,-0.6307118425459397
2008-08-26,-1.314156162632288
2008-08-27,-1.3821264319648365
2008-08-28,0.591439048074802
2008-08-29,-0.8140340011482647
2008-09-01,-1.0369906559413777
