Item,Value
Dep. Variable:,arima_resids
Mean Model:,Zero Mean
Vol Model:,GJR-GARCH
Distribution:,Normal
Method:,Maximum Likelihood
  R-squared:         ,   0.000
  Adj. R-squared:    ,   0.000
  Log-Likelihood:    ,  -5119.33
  AIC:               ,   10246.7
  BIC:               ,   10270.7
Date:,"Tue, Dec 20 2022"
Time:,13:58:11
  No. Observations:  ,2998
  Df Residuals:      ,2998
  Df Model:          ,0
