date,garch_resids
2008-01-07,-1.7031150221149929
2008-01-08,-1.443656540627903
2008-01-09,-0.33106719029989895
2008-01-10,-0.8577233521824332
2008-01-11,-1.2529008771324792
2008-01-14,-1.32119791944283
2008-01-15,1.7082443792658517
2008-01-16,-0.5623845685609483
2008-01-17,-1.2250776314674365
2008-01-18,-1.784378896477016
2008-01-21,3.9700344657012314
2008-01-22,-0.5104809919193682
2008-01-23,-0.5191091999430553
2008-01-24,1.5172217866392423
2008-01-25,-2.5310322942613617
2008-01-28,-1.066096049322736
2008-01-29,-0.9045062599850238
2008-01-30,-1.36152976397004
2008-01-31,-1.5112450259386523
2008-02-01,0.4388092782498847
2008-02-04,-1.753988497691606
2008-02-05,0.9827623890637451
2008-02-06,-2.0237465034699493
2008-02-07,0.7728024151213535
2008-02-08,-1.283382322476943
2008-02-11,-0.6103263818850988
2008-02-12,1.3405849525348281
2008-02-13,-1.300946981758309
2008-02-14,-1.6794253388056077
2008-02-15,-0.003230383545998805
2008-02-18,0.8790078227493014
2008-02-19,-1.3294161757448342
2008-02-20,-0.22942147363420506
2008-02-21,-0.9611669913820262
2008-02-22,-0.6547155374662925
2008-02-25,0.38515627164666877
2008-02-26,0.08777915301731465
2008-02-27,-1.067240096628921
2008-02-28,0.6596902519091825
2008-02-29,-0.02288644369223558
2008-03-03,-0.3257920946790327
2008-03-04,-0.5676678758178166
2008-03-05,-0.13319626776860405
2008-03-06,0.15693761652325766
2008-03-07,-0.2720399986259514
2008-03-10,-0.1890469479378314
2008-03-11,-0.6566622200267789
2008-03-12,-0.11700132143120467
2008-03-13,0.15084106943158493
2008-03-14,-0.33033731834133895
2008-03-17,2.5350272224742323
2008-03-18,0.8449635707987682
2008-03-19,-1.0251766119846173
2008-03-20,-1.0906169269617685
2008-03-25,1.2235914779882227
2008-03-26,-1.3079153144929185
2008-03-27,-0.9272486242005455
2008-03-28,-1.160503157501738
2008-03-31,-1.5429030970917232
2008-04-01,1.006925869150575
2008-04-02,-0.3817862537546184
2008-04-03,-0.8729788874991846
2008-04-04,-0.3642973751805687
2008-04-07,-0.08957887688264865
2008-04-08,-0.7286658330177287
2008-04-09,-0.9902468832856921
2008-04-10,-0.7313623257086272
2008-04-11,0.1647483884623584
2008-04-14,-0.011058485284493491
2008-04-15,0.012312241275606262
2008-04-16,1.146504883873289
2008-04-17,-0.013508557862569326
2008-04-18,0.08485799875044986
2008-04-21,-1.0701224049064917
2008-04-22,-0.7740856209386573
2008-04-23,-0.2137966258400601
2008-04-24,-0.4695986797965046
2008-04-25,-0.30253005941331124
2008-04-28,-0.9419047233006905
2008-04-29,-0.9121902408248489
2008-04-30,-0.8852283005518324
2008-05-01,-0.8481222509973976
2008-05-02,1.2555039449112482
2008-05-06,-0.7762564505679499
2008-05-07,-0.023208998957452986
2008-05-08,-0.5746506317291649
2008-05-09,0.1804178313935354
2008-05-12,-0.6031102838392106
2008-05-13,-0.8171344094970008
2008-05-14,-0.7439409994133926
2008-05-15,-0.21523373412803637
2008-05-16,0.07445653398344498
2008-05-19,0.40742958888823433
2008-05-20,2.022483908247264
2008-05-21,-1.417344877671948
2008-05-22,-1.2630022189874521
2008-05-23,0.09923668814797848
2008-05-27,-1.034229734020513
2008-05-28,-1.224193986982428
2008-05-29,-1.3200330169483747
2008-05-30,-1.0286523372897505
2008-06-02,-0.44206295556253816
2008-06-03,-0.370134420020092
2008-06-04,0.3147221842180805
2008-06-05,-0.88395927650213
2008-06-06,0.28399465211651
2008-06-09,-0.8216122746749341
2008-06-10,-0.3960707333726985
2008-06-11,0.5593226288219217
2008-06-12,-0.4655482134060076
2008-06-13,-1.3010963523642218
2008-06-16,-1.1308886181110163
2008-06-17,-0.19856154379256874
2008-06-18,0.6542078000984894
2008-06-19,-0.5163475683068979
2008-06-20,0.2163140125020957
2008-06-23,-0.8827292641758597
2008-06-24,-0.7722560909884324
2008-06-25,-0.9942350615864006
2008-06-26,1.4295589096329249
2008-06-27,-1.7899155591315863
2008-06-30,-0.15045241689562916
2008-07-01,1.1694020752497782
2008-07-02,-0.8252996038050462
2008-07-03,-1.2168057295556525
2008-07-04,-0.44480480585816906
2008-07-07,-0.17825764443822134
2008-07-08,-0.1914454780882977
2008-07-09,-0.2922955117199959
2008-07-10,0.7978155888739282
2008-07-11,1.0319092621229364
2008-07-14,-1.7817843955164476
2008-07-15,0.6082123386367106
2008-07-16,-1.6257944809844478
2008-07-17,0.1109711432091034
2008-07-18,-0.5850779770201027
2008-07-21,-1.5770587046365803
2008-07-22,-0.8116091384112423
2008-07-23,-0.32394547789419637
2008-07-24,0.21096101977684456
2008-07-25,-1.3261820938891566
2008-07-28,-0.6512786774042134
2008-07-29,-1.475980530299162
2008-07-30,0.1856984872075882
2008-07-31,-1.044312049181784
2008-08-01,-0.07129317079151276
2008-08-04,-0.5288908600714697
2008-08-05,0.9078185074220806
2008-08-06,-0.8753015590723945
2008-08-07,-0.9074200183682415
2008-08-08,-1.1066544475479194
2008-08-11,-0.3049082830492875
2008-08-12,-0.7980316269710706
2008-08-13,0.6725177988040436
2008-08-14,-0.5485290655191062
2008-08-15,-0.2856466316545383
2008-08-18,-0.984605802856638
2008-08-19,1.3999636594551863
2008-08-20,-0.912535068249104
2008-08-21,-1.3336477381175331
2008-08-22,0.8404884835404569
2008-08-26,-0.5999807675156283
2008-08-27,-0.4493189166875571
2008-08-28,-0.08022228049866986
2008-08-29,-0.667218014468123
2008-09-01,-0.45643997192709396
2008-09-02,-0.9115947365439763
2008-09-03,1.1811837664245761
